experiment,pioreactor_unit,timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:03:49.908Z,24.03858,0.0,0.0,0.0,0.0,2025-09-20 11:03:49.908,4.024444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:12.908Z,23.96158,0.0,0.0,0.0,0.0,2025-09-20 11:04:12.908,4.030833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:16.610Z,23.96158,0.0,0.0,0.0,82.68,2025-09-20 11:04:16.610,4.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:16.653Z,23.96158,0.0,0.0,0.0,82.67,2025-09-20 11:04:16.653,4.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:35.908Z,24.06608,0.0,0.0,0.0,82.67,2025-09-20 11:04:35.908,4.037222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:58.908Z,24.44408,0.0,0.0,0.0,82.67,2025-09-20 11:04:58.908,4.043611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:05:21.908Z,24.78058,0.0,0.0,0.0,82.67,2025-09-20 11:05:21.908,4.05
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:05:44.908Z,24.62108,0.0,0.0,0.0,82.67,2025-09-20 11:05:44.908,4.056388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:05:45.183Z,24.62108,0.0,0.0,0.0,0.0,2025-09-20 11:05:45.183,4.056666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:06:07.908Z,24.48108,0.0,0.0,0.0,0.0,2025-09-20 11:06:07.908,4.062777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:06:30.908Z,24.39708,0.0,0.0,0.0,0.0,2025-09-20 11:06:30.908,4.069166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:06:53.908Z,24.30608,0.0,0.0,0.0,0.0,2025-09-20 11:06:53.908,4.075555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:07:16.908Z,24.21558,0.0,0.0,0.0,0.0,2025-09-20 11:07:16.908,4.081944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:07:36.609Z,24.21558,0.0,0.0,0.0,82.67,2025-09-20 11:07:36.609,4.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:07:36.652Z,24.21558,0.0,0.0,0.0,84.25,2025-09-20 11:07:36.652,4.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:07:39.908Z,24.17058,0.0,0.0,0.0,84.25,2025-09-20 11:07:39.908,4.088333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:08:02.908Z,24.17908,0.0,0.0,0.0,84.25,2025-09-20 11:08:02.908,4.094722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:08:25.908Z,24.17158,0.0,0.0,0.0,84.25,2025-09-20 11:08:25.908,4.101111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:08:48.908Z,24.21808,0.0,0.0,0.0,84.25,2025-09-20 11:08:48.908,4.1075
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:09:05.183Z,24.21808,0.0,0.0,0.0,0.0,2025-09-20 11:09:05.183,4.112222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:09:11.908Z,24.14008,0.0,0.0,0.0,0.0,2025-09-20 11:09:11.908,4.113888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:09:34.908Z,24.06758,0.0,0.0,0.0,0.0,2025-09-20 11:09:34.908,4.120277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:09:57.908Z,24.06558,0.0,0.0,0.0,0.0,2025-09-20 11:09:57.908,4.126666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:10:20.908Z,24.08608,0.0,0.0,0.0,0.0,2025-09-20 11:10:20.908,4.133055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:10:43.908Z,24.02458,0.0,0.0,0.0,0.0,2025-09-20 11:10:43.908,4.139444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:10:56.611Z,24.02458,0.0,0.0,0.0,84.25,2025-09-20 11:10:56.611,4.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:10:56.652Z,24.02458,0.0,0.0,0.0,83.25,2025-09-20 11:10:56.652,4.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:11:06.908Z,24.23258,0.0,0.0,0.0,83.25,2025-09-20 11:11:06.908,4.145833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:11:29.912Z,24.58908,0.0,0.0,0.0,83.25,2025-09-20 11:11:29.912,4.152222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:11:52.908Z,24.48208,0.0,0.0,0.0,83.25,2025-09-20 11:11:52.908,4.158611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:12:15.908Z,24.37858,0.0,0.0,0.0,83.25,2025-09-20 11:12:15.908,4.165
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:12:25.183Z,24.37858,0.0,0.0,0.0,0.0,2025-09-20 11:12:25.183,4.167777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:12:38.908Z,24.26308,0.0,0.0,0.0,0.0,2025-09-20 11:12:38.908,4.171388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:13:01.908Z,24.24658,0.0,0.0,0.0,0.0,2025-09-20 11:13:01.908,4.177777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:13:24.908Z,24.20458,0.0,0.0,0.0,0.0,2025-09-20 11:13:24.908,4.184166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:13:47.908Z,24.13808,0.0,0.0,0.0,0.0,2025-09-20 11:13:47.908,4.190555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:10.908Z,24.18358,0.0,0.0,0.0,0.0,2025-09-20 11:14:10.908,4.196944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:16.610Z,24.18358,0.0,0.0,0.0,83.25,2025-09-20 11:14:16.610,4.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:16.653Z,24.18358,0.0,0.0,0.0,81.69,2025-09-20 11:14:16.653,4.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:33.908Z,24.19008,0.0,0.0,0.0,81.69,2025-09-20 11:14:33.908,4.203333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:56.912Z,24.16358,0.0,0.0,0.0,81.69,2025-09-20 11:14:56.912,4.209722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:15:19.912Z,24.26008,0.0,0.0,0.0,81.69,2025-09-20 11:15:19.912,4.216111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:15:42.908Z,24.19958,0.0,0.0,0.0,81.69,2025-09-20 11:15:42.908,4.2225
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:15:45.183Z,24.19958,0.0,0.0,0.0,0.0,2025-09-20 11:15:45.183,4.223333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:16:05.908Z,24.09908,0.0,0.0,0.0,0.0,2025-09-20 11:16:05.908,4.228888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:16:28.908Z,24.18008,0.0,0.0,0.0,0.0,2025-09-20 11:16:28.908,4.235277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:16:51.908Z,24.20958,0.0,0.0,0.0,0.0,2025-09-20 11:16:51.908,4.241666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:17:14.908Z,24.19308,0.0,0.0,0.0,0.0,2025-09-20 11:17:14.908,4.248055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:17:36.611Z,24.19308,0.0,0.0,0.0,81.69,2025-09-20 11:17:36.611,4.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:17:36.652Z,24.19308,0.0,0.0,0.0,82.11,2025-09-20 11:17:36.652,4.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:17:37.908Z,24.18458,0.0,0.0,0.0,82.11,2025-09-20 11:17:37.908,4.254444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:18:00.908Z,24.18058,0.0,0.0,0.0,82.11,2025-09-20 11:18:00.908,4.260833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:18:23.908Z,24.11708,0.0,0.0,0.0,82.11,2025-09-20 11:18:23.908,4.267222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:18:46.912Z,24.10208,0.0,0.0,0.0,82.11,2025-09-20 11:18:46.912,4.273611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:19:05.184Z,24.10208,0.0,0.0,0.0,0.0,2025-09-20 11:19:05.184,4.278888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:19:09.908Z,24.12058,0.0,0.0,0.0,0.0,2025-09-20 11:19:09.908,4.28
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:19:32.908Z,24.13658,0.0,0.0,0.0,0.0,2025-09-20 11:19:32.908,4.286388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:19:55.908Z,24.06108,0.0,0.0,0.0,0.0,2025-09-20 11:19:55.908,4.292777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:20:18.908Z,24.10008,0.0,0.0,0.0,0.0,2025-09-20 11:20:18.908,4.299166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:20:41.908Z,24.03558,0.0,0.0,0.0,0.0,2025-09-20 11:20:41.908,4.305555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:20:56.610Z,24.03558,0.0,0.0,0.0,82.11,2025-09-20 11:20:56.610,4.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:20:56.652Z,24.03558,0.0,0.0,0.0,82.59,2025-09-20 11:20:56.652,4.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:21:04.908Z,24.13458,0.0,0.0,0.0,82.59,2025-09-20 11:21:04.908,4.311944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:21:27.908Z,24.50708,0.0,0.0,0.0,82.59,2025-09-20 11:21:27.908,4.318333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:21:50.908Z,24.53358,0.0,0.0,0.0,82.59,2025-09-20 11:21:50.908,4.324722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:22:13.908Z,24.44458,0.0,0.0,0.0,82.59,2025-09-20 11:22:13.908,4.331111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:22:25.184Z,24.44458,0.0,0.0,0.0,0.0,2025-09-20 11:22:25.184,4.334444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:22:36.908Z,24.41208,0.0,0.0,0.0,0.0,2025-09-20 11:22:36.908,4.3375
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:22:59.908Z,24.28308,0.0,0.0,0.0,0.0,2025-09-20 11:22:59.908,4.343888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:23:22.908Z,24.23608,0.0,0.0,0.0,0.0,2025-09-20 11:23:22.908,4.350277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:23:45.908Z,24.13958,0.0,0.0,0.0,0.0,2025-09-20 11:23:45.908,4.356666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:08.908Z,24.15308,0.0,0.0,0.0,0.0,2025-09-20 11:24:08.908,4.363055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:16.608Z,24.15308,0.0,0.0,0.0,82.59,2025-09-20 11:24:16.608,4.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:16.653Z,24.15308,0.0,0.0,0.0,83.0,2025-09-20 11:24:16.653,4.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:31.908Z,24.17808,0.0,0.0,0.0,83.0,2025-09-20 11:24:31.908,4.369444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:54.908Z,24.16258,0.0,0.0,0.0,83.0,2025-09-20 11:24:54.908,4.375833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:25:17.908Z,24.20708,0.0,0.0,0.0,83.0,2025-09-20 11:25:17.908,4.382222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:25:40.908Z,24.20508,0.0,0.0,0.0,83.0,2025-09-20 11:25:40.908,4.388611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:25:45.183Z,24.20508,0.0,0.0,0.0,0.0,2025-09-20 11:25:45.183,4.39
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:26:03.908Z,24.12758,0.0,0.0,0.0,0.0,2025-09-20 11:26:03.908,4.395
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:26:26.908Z,24.05558,0.0,0.0,0.0,0.0,2025-09-20 11:26:26.908,4.401388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:26:49.908Z,24.06508,0.0,0.0,0.0,0.0,2025-09-20 11:26:49.908,4.407777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:12.908Z,24.05358,0.0,0.0,0.0,0.0,2025-09-20 11:27:12.908,4.414166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:35.908Z,24.01208,0.0,0.0,0.0,0.0,2025-09-20 11:27:35.908,4.420555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:36.609Z,24.01208,0.0,0.0,0.0,83.0,2025-09-20 11:27:36.609,4.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:36.652Z,24.01208,0.0,0.0,0.0,82.99,2025-09-20 11:27:36.652,4.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:58.908Z,24.14508,0.0,0.0,0.0,82.99,2025-09-20 11:27:58.908,4.426944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:28:21.908Z,24.45708,0.0,0.0,0.0,82.99,2025-09-20 11:28:21.908,4.433333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:28:44.908Z,24.36208,0.0,0.0,0.0,82.99,2025-09-20 11:28:44.908,4.439722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:29:05.183Z,24.36208,0.0,0.0,0.0,0.0,2025-09-20 11:29:05.183,4.445555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:29:07.908Z,24.35208,0.0,0.0,0.0,0.0,2025-09-20 11:29:07.908,4.446111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:29:30.908Z,24.24308,0.0,0.0,0.0,0.0,2025-09-20 11:29:30.908,4.4525
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:29:53.908Z,24.20558,0.0,0.0,0.0,0.0,2025-09-20 11:29:53.908,4.458888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:30:16.908Z,24.14408,0.0,0.0,0.0,0.0,2025-09-20 11:30:16.908,4.465277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:30:39.908Z,24.13208,0.0,0.0,0.0,0.0,2025-09-20 11:30:39.908,4.471666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:30:56.609Z,24.13208,0.0,0.0,0.0,82.99,2025-09-20 11:30:56.609,4.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:30:56.652Z,24.13208,0.0,0.0,0.0,81.99,2025-09-20 11:30:56.652,4.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:31:02.908Z,24.17508,0.0,0.0,0.0,81.99,2025-09-20 11:31:02.908,4.478055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:31:25.912Z,24.13858,0.0,0.0,0.0,81.99,2025-09-20 11:31:25.912,4.484444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:31:48.912Z,24.51308,0.0,0.0,0.0,81.99,2025-09-20 11:31:48.912,4.490833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:32:11.912Z,24.40108,0.0,0.0,0.0,81.99,2025-09-20 11:32:11.912,4.497222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:32:25.183Z,24.40108,0.0,0.0,0.0,0.0,2025-09-20 11:32:25.183,4.501111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:32:34.908Z,24.29108,0.0,0.0,0.0,0.0,2025-09-20 11:32:34.908,4.503611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:32:57.908Z,24.29208,0.0,0.0,0.0,0.0,2025-09-20 11:32:57.908,4.51
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:33:20.908Z,24.20908,0.0,0.0,0.0,0.0,2025-09-20 11:33:20.908,4.516388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:33:43.908Z,24.14108,0.0,0.0,0.0,0.0,2025-09-20 11:33:43.908,4.522777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:06.908Z,24.22008,0.0,0.0,0.0,0.0,2025-09-20 11:34:06.908,4.529166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:16.609Z,24.22008,0.0,0.0,0.0,81.99,2025-09-20 11:34:16.609,4.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:16.653Z,24.22008,0.0,0.0,0.0,81.25,2025-09-20 11:34:16.653,4.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:29.908Z,24.20358,0.0,0.0,0.0,81.25,2025-09-20 11:34:29.908,4.535555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:52.908Z,24.57058,0.0,0.0,0.0,81.25,2025-09-20 11:34:52.908,4.541944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:35:15.908Z,24.46208,0.0,0.0,0.0,81.25,2025-09-20 11:35:15.908,4.548333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:35:38.908Z,24.46158,0.0,0.0,0.0,81.25,2025-09-20 11:35:38.908,4.554722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:35:45.183Z,24.46158,0.0,0.0,0.0,0.0,2025-09-20 11:35:45.183,4.556666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:36:01.908Z,24.37858,0.0,0.0,0.0,0.0,2025-09-20 11:36:01.908,4.561111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:36:24.908Z,24.27008,0.0,0.0,0.0,0.0,2025-09-20 11:36:24.908,4.5675
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:36:47.908Z,24.26308,0.0,0.0,0.0,0.0,2025-09-20 11:36:47.908,4.573888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:10.908Z,24.24608,0.0,0.0,0.0,0.0,2025-09-20 11:37:10.908,4.580277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:33.908Z,24.16608,0.0,0.0,0.0,0.0,2025-09-20 11:37:33.908,4.586666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:36.609Z,24.16608,0.0,0.0,0.0,81.25,2025-09-20 11:37:36.609,4.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:36.653Z,24.16608,0.0,0.0,0.0,80.28,2025-09-20 11:37:36.653,4.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:56.908Z,24.33158,0.0,0.0,0.0,80.28,2025-09-20 11:37:56.908,4.593055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:38:19.908Z,24.28558,0.0,0.0,0.0,80.28,2025-09-20 11:38:19.908,4.599444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:38:42.908Z,24.26858,0.0,0.0,0.0,80.28,2025-09-20 11:38:42.908,4.605833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:39:05.183Z,24.26858,0.0,0.0,0.0,0.0,2025-09-20 11:39:05.183,4.612222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:39:05.908Z,24.26808,0.0,0.0,0.0,0.0,2025-09-20 11:39:05.908,4.612222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:39:28.908Z,24.20908,0.0,0.0,0.0,0.0,2025-09-20 11:39:28.908,4.618611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:39:51.908Z,24.14658,0.0,0.0,0.0,0.0,2025-09-20 11:39:51.908,4.625
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:40:14.908Z,24.08858,0.0,0.0,0.0,0.0,2025-09-20 11:40:14.908,4.631388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:40:37.912Z,24.13108,0.0,0.0,0.0,0.0,2025-09-20 11:40:37.912,4.637777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:40:56.611Z,24.13108,0.0,0.0,0.0,80.28,2025-09-20 11:40:56.611,4.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:40:56.652Z,24.13108,0.0,0.0,0.0,80.06,2025-09-20 11:40:56.652,4.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:41:00.908Z,24.19858,0.0,0.0,0.0,80.06,2025-09-20 11:41:00.908,4.644166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:41:23.908Z,24.28658,0.0,0.0,0.0,80.06,2025-09-20 11:41:23.908,4.650555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:41:46.908Z,24.28108,0.0,0.0,0.0,80.06,2025-09-20 11:41:46.908,4.656944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:42:09.908Z,24.26008,0.0,0.0,0.0,80.06,2025-09-20 11:42:09.908,4.663333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:42:25.183Z,24.26008,0.0,0.0,0.0,0.0,2025-09-20 11:42:25.183,4.667777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:42:32.908Z,24.20508,0.0,0.0,0.0,0.0,2025-09-20 11:42:32.908,4.669722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:42:55.908Z,24.19008,0.0,0.0,0.0,0.0,2025-09-20 11:42:55.908,4.676111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:43:18.908Z,24.15158,0.0,0.0,0.0,0.0,2025-09-20 11:43:18.908,4.6825
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:43:41.908Z,24.06958,0.0,0.0,0.0,0.0,2025-09-20 11:43:41.908,4.688888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:04.908Z,24.02908,0.0,0.0,0.0,0.0,2025-09-20 11:44:04.908,4.695277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:16.609Z,24.02908,0.0,0.0,0.0,80.06,2025-09-20 11:44:16.609,4.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:16.652Z,24.02908,0.0,0.0,0.0,81.15,2025-09-20 11:44:16.652,4.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:27.908Z,24.08908,0.0,0.0,0.0,81.15,2025-09-20 11:44:27.908,4.701666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:50.908Z,24.13658,0.0,0.0,0.0,81.15,2025-09-20 11:44:50.908,4.708055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:45:13.908Z,24.16558,0.0,0.0,0.0,81.15,2025-09-20 11:45:13.908,4.714444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:45:36.912Z,24.12058,0.0,0.0,0.0,81.15,2025-09-20 11:45:36.912,4.720833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:45:45.184Z,24.12058,0.0,0.0,0.0,0.0,2025-09-20 11:45:45.184,4.723333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:45:59.908Z,24.17458,0.0,0.0,0.0,0.0,2025-09-20 11:45:59.908,4.727222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:46:22.908Z,24.17958,0.0,0.0,0.0,0.0,2025-09-20 11:46:22.908,4.733611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:46:45.908Z,24.12958,0.0,0.0,0.0,0.0,2025-09-20 11:46:45.908,4.74
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:08.908Z,24.13008,0.0,0.0,0.0,0.0,2025-09-20 11:47:08.908,4.746388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:31.908Z,24.05758,0.0,0.0,0.0,0.0,2025-09-20 11:47:31.908,4.752777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:36.608Z,24.05758,0.0,0.0,0.0,81.15,2025-09-20 11:47:36.608,4.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:36.656Z,24.05758,0.0,0.0,0.0,80.22,2025-09-20 11:47:36.656,4.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:54.912Z,24.44608,0.0,0.0,0.0,80.22,2025-09-20 11:47:54.912,4.759166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:48:17.912Z,24.74258,0.0,0.0,0.0,80.22,2025-09-20 11:48:17.912,4.765555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:48:40.908Z,24.59458,0.0,0.0,0.0,80.22,2025-09-20 11:48:40.908,4.771944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:49:03.908Z,24.51408,0.0,0.0,0.0,80.22,2025-09-20 11:49:03.908,4.778333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:49:05.183Z,24.51408,0.0,0.0,0.0,0.0,2025-09-20 11:49:05.183,4.778888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:49:26.912Z,24.40708,0.0,0.0,0.0,0.0,2025-09-20 11:49:26.912,4.784722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:49:49.908Z,24.31158,0.0,0.0,0.0,0.0,2025-09-20 11:49:49.908,4.791111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:12.908Z,24.29658,0.0,0.0,0.0,0.0,2025-09-20 11:50:12.908,4.7975
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:35.908Z,24.20108,0.0,0.0,0.0,0.0,2025-09-20 11:50:35.908,4.803888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:56.610Z,24.20108,0.0,0.0,0.0,80.22,2025-09-20 11:50:56.610,4.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:56.653Z,24.20108,0.0,0.0,0.0,80.37,2025-09-20 11:50:56.653,4.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:58.908Z,24.25008,0.0,0.0,0.0,80.37,2025-09-20 11:50:58.908,4.810277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:51:21.908Z,24.32508,0.0,0.0,0.0,80.37,2025-09-20 11:51:21.908,4.816666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:51:44.908Z,24.35858,0.0,0.0,0.0,80.37,2025-09-20 11:51:44.908,4.823055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:52:07.912Z,24.28058,0.0,0.0,0.0,80.37,2025-09-20 11:52:07.912,4.829444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:52:25.183Z,24.28058,0.0,0.0,0.0,0.0,2025-09-20 11:52:25.183,4.834444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:52:30.908Z,24.22108,0.0,0.0,0.0,0.0,2025-09-20 11:52:30.908,4.835833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:52:53.908Z,24.24658,0.0,0.0,0.0,0.0,2025-09-20 11:52:53.908,4.842222222222
